SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,ISIN_CODE
531069,VIJAY SOLVEX,XT,Q,562,562,562,562,INE362D01010
531080,SHRI KRISH  ,X ,Q,14.65,15.35,14.65,15.35,INE997I01012
531082,ALANKIT     ,B ,Q,59.3,64.65,59.3,62.95,INE914E01040
531083,NIHAR INFO  ,X ,Q,13.8,14.5,13.8,14.5,INE876E01033
531088,TULIP STAR H,XT,Q,53.05,54.3,53.05,54.3,INE379C01016
531091,UNITED CRED.,X ,Q,17.5,17.55,17.5,17.55,INE858C01027
531092,OM MET INFRA,B ,Q,67.2,68.9,66,67.45,INE239D01028
531109,ISHAN DYES  ,X ,Q,48.9,51,48.9,50.65,INE561M01018
531111,GOTHI PLASCO,P ,Q,13.3,13.3,13.3,13.3,INE538G01018
531120,PATEL ENGG. ,B ,Q,75.15,77.4,74.5,74.9,INE244B01030
531129,INANI MARBLE,X ,Q,22,22.5,20.75,21.1,INE635D01027
531146,MEDICAMEN BI,X ,Q,703.8,714.7,696.1,703.8,INE646B01010
531147,ALICON      ,B ,Q,674.85,681.15,646.1,656.5,INE062D01024
531153,DILIGENT    ,XT,Q,16.55,16.55,16.5,16.5,INE650C01028
531157,ORGANIC COAT,XT,Q,14.5,15.7,14.5,15.25,INE412E01011
531158,CATVISION   ,XT,Q,47,47,46.1,46.2,INE660B01011
531161,ABM KNOWLEDG,X ,Q,113.6,116,113.25,114,INE850B01026
531162,EMAMI LTD.  ,A ,Q,1135,1145,1109,1124.35,INE548C01032
531169,SKP SECURE. ,X ,Q,71.95,72.95,70,72.7,INE709B01016
531172,PRANAV.SPIN ,X ,Q,19,19.95,18.5,19.95,INE569D01028
531173,SYSCHEM (I) ,X ,Q,14.5,14.8,13.1,14.02,INE121D01036
531175,BLS INFOTE  ,ST,Q,0.35,0.35,0.34,0.34,INE606B01022
531176,MEFCOM CAPIT,X ,Q,23.4,23.4,22.4,22.6,INE186C01015
531178,HEMANG      ,X ,Q,10,10,10,10,INE930A01010
531179,ARMAN FIN   ,T ,Q,270,271,261.1,269.85,INE109C01017
531196,GAGAN POLYCO,SS,Q,3.59,3.59,3.59,3.59,INE297L01011
531198,DHANADACOL  ,XT,Q,3.51,3.51,3.35,3.35,INE041F01015
531201,SHILCHAR TEC,X ,Q,426.1,430,426.1,430,INE024F01011
531209,NUCLE.SOFT E,B ,Q,447.6,456.15,431.7,435.6,INE096B01018
531212,NALIN LEASE ,X ,Q,25.4,25.4,25.35,25.4,INE606C01012
531213,MANAP FIN   ,A ,Q,113.9,114.95,109.3,111,INE522D01027
531215,RTS POWER CO,X ,Q,50.9,50.9,48,50,INE005C01017
531216,COMFORT INTE,XT,Q,1.57,1.57,1.57,1.57,INE819A01023
531223,ANJANI SYNT.,X ,Q,38,38.5,36.15,36.7,INE364D01032
531233,RASI ELECTRO,XT,Q,5.8,6.28,5.77,6.14,INE822D01021
531234,VICTORY PAPR,XT,Q,59.4,59.4,56.55,57.65,INE962E01015
531241,LINC PEN &PL,B ,Q,449.65,459.65,435.5,453.45,INE802B01019
531252,ANERI       ,X ,Q,5.03,5.03,5.03,5.03,INE720D01019
531253,INDIA GELAT.,X ,Q,122,124,120,122.55,INE342D01012
531254,OPTIFIN     ,X ,Q,24.35,24.35,24.35,24.35,INE031G01014
531255,PARAGON FIN.,X ,Q,26.5,28.5,26.5,28.4,INE015E01012
531257,PRATIKSHA CH,XT,Q,8.75,8.75,8.75,8.75,INE530D01012
531266,VST TILLERS ,B ,Q,2371,2388.9,2341.15,2383.45,INE764D01017
531268,B2B SOFT.   ,XT,Q,14,14,14,14,INE151B01011
531273,RADHE DEVLOP,X ,Q,16.45,17,16.25,16.7,INE986B01036
531274,KINETIC TRUS,XT,Q,8.95,8.95,8.95,8.95,INE674M01019
531278,ELIXIR      ,X ,Q,45.9,45.9,42.05,42.55,INE785D01012
531280,PANKAJ POLY.,X ,Q,17.85,17.85,17.85,17.85,INE698B01011
531287,NAT PLASTIC ,X ,Q,42.4,42.4,41,41,INE896D01017
531289,NATFIT      ,X ,Q,235.95,235.95,218,221.35,INE643C01015
531300,AMIT INTNL. ,XT,Q,3.3,3.3,3.3,3.3,INE053D01015
531301,HIGH STREET ,X ,Q,9.88,9.88,9.88,9.88,INE319M01011
531304,NUTECH GLOBA,X ,Q,10,10,10,10,INE960H01012
531306,DHP INDIA LT,X ,Q,579,579,562,562.5,INE590D01016
531307,SRK INDUS   ,X ,Q,2.5,2.5,2.5,2.5,INE951M01037
531310,AVAILABLE FI,X ,Q,9.65,9.65,8.74,8.74,INE325G01010
531323,SANTARAM SPN,X ,Q,5.22,5.22,5.22,5.22,INE250D01017
531324,ROSELABS FIN,XT,Q,20.65,22.15,20.65,22.15,INE475C01012
531328,KRETTOSYS   ,X ,Q,32.15,32.15,32.15,32.15,INE128R01015
531335,ZYDUS WELL  ,B ,Q,997.8,1010,990.05,1000.65,INE768C01010
531337,IRISMEDIA   ,ST,Q,23.7,23.85,23,23.6,INE974C01022
531339,JAIHIND PROJ,B ,Q,5.69,5.69,5.69,5.69,INE343D01010
531340,BERVIN INV. ,XT,Q,17.95,17.95,17.1,17.1,INE348I01018
531341,GUJ.INVESTA ,X ,Q,3.57,3.57,3.57,3.57,INE373D01017
531343,INDINFRA    ,X ,Q,13.5,13.7,13.5,13.7,INE954M01031
531344,CONTAIN.CORP,A ,Q,1375,1400,1363.4,1390.55,INE111A01017
531346,EASTERN TRED,X ,Q,106,106,93,96.05,INE500D01015
531349,PANACEA BIOT,B ,Q,284.4,317,281.7,302.25,INE922B01023
531352,PEETI SECURT,XT,Q,7.59,7.59,7.59,7.59,INE328D01011
531358,CHOICE INT. ,XT,Q,192.05,195,189.2,191,INE102B01014
531359,SHRIRAM ASSE,XT,Q,85,85,85,85,INE777G01012
531360,GOLECHA GLOB,XT,Q,13.26,13.26,13.26,13.26,INE427D01011
531364,AQUAPIV     ,X ,Q,27.25,27.25,26.75,26.75,INE005E01013
531367,DOLLEX IND. ,X ,Q,3.9,4.06,3.68,4.06,INE892A01020
531373,BYKE HOSP   ,B ,Q,189.85,193.5,183.1,187.55,INE319B01014
531381,ARIHANT FOUN,T ,Q,54.85,54.85,54.85,54.85,INE413D01011
531390,UPSURGE INV.,XT,Q,72.2,79,72.2,73.4,INE890B01014
531396,WOMEN NETWOR,X ,Q,3.91,4.25,3.91,4.25,INE905B01010
531398,SOURCENTRL  ,XT,Q,119.75,119.75,117.4,117.4,INE679C01027
531400,ALMONDZ GLO ,T ,Q,26.5,27,26,26.55,INE326B01027
531404,ZICOM ELECTR,B ,Q,24,25.7,23.75,24.4,INE871B01014
531410,GUJ.FOILS   ,X ,Q,14.8,14.8,14.6,14.65,INE587F01017
531413,KIRAN PRINT ,X ,Q,3.85,3.85,3.85,3.85,INE516D01011
531417,MEGA CORPN. ,X ,Q,1.23,1.23,1.23,1.23,INE804B01023
531426,TAMIL.NEWSPR,B ,Q,429,429,415.5,417,INE107A01015
531429,ADVENT COMP.,XT,Q,2.8,2.8,2.8,2.8,INE101C01022
531431,SHAKTI PUMPS,B ,Q,523,542.7,520.9,537.35,INE908D01010
531436,SAFFRON IND ,XT,Q,7.3,7.3,7.3,7.3,INE474D01013
531437,PWASML      ,XT,Q,51,51.65,49.2,49.25,INE523I01016
531439,GOLDSTONE EN,T ,Q,15.2,15.2,14.3,15.1,INE805A01014
531444,VARDHMAN    ,X ,Q,7,7,7,7,INE115C01014
531448,SAFAL SECURI,XT,Q,1.14,1.14,1.1,1.1,INE101L01031
531449,GRM OVERSEAS,X ,Q,266,290,266,271.05,INE192H01012
531452,NCC FINANCE ,X ,Q,1.11,1.21,1.11,1.21,INE768B01012
531453,MOHIT INDUS.,B ,Q,39.4,40.1,38.95,39.75,INE954E01012
531454,POLYLINK POL,XT,Q,27,28.4,26.05,26.55,INE323D01020
531456,MINAXI TEXT.,ST,Q,1.5,1.52,1.5,1.52,INE952C01028
531460,CONTI.CONTRL,XT,Q,5.36,5.36,5.36,5.36,INE545B01022
531463,GBLINFRA    ,X ,Q,112.4,112.4,112.4,112.4,INE377M01035
531467,ARNAVCORP   ,XT,Q,0.28,0.28,0.28,0.28,INE647D01014
531471,DUKE OFFSHOR,X ,Q,95.7,95.7,92.5,93.1,INE397G01019
531489,CG-VAK SOFTW,SS,Q,29.2,29.2,29.2,29.2,INE084D01010
531494,NAVKAR BUILD,X ,Q,18.7,18.7,18.7,18.7,INE268H01010
531497,MADHUCON PRJ,B ,Q,32,32.45,31.4,32,INE378D01032
531499,SYBLY INDS. ,X ,Q,5.61,6.07,5.6,5.9,INE080D01034
531500,RAJESH EXPO.,A ,Q,846,846,817,819.4,INE343B01030
531502,ESAAR (I)LTD,X ,Q,2.95,2.95,2.95,2.95,INE404L01039
531508,EVEREADY (I),B ,Q,416.9,421.7,399.95,415.1,INE128A01029
531512,ORIENT TRADE,XT,Q,4.14,4.28,3.94,4.28,INE681D01013
531518,VIKAS GRAN  ,XT,Q,6.42,6.42,6.42,6.42,INE767B01014
531524,I.C.S.A. IND,T ,Q,3.89,4.29,3.89,4.29,INE306B01029
531525,ACE SOFTWARE,X ,Q,25,26,25,26,INE849B01010
531531,HATSUN AGRO ,B ,Q,780,813,770,798,INE473B01035
531539,RISHABH DIGH,X ,Q,48,50.65,46,46.4,INE864D01015
531540,MARUTI INFRA,X ,Q,31,31.9,29.5,29.8,INE392G01010
531541,AVONLIFE    ,Z ,Q,16.25,16.3,15.51,15.77,INE881A01015
531543,JINDAL WORLD,B ,Q,660,671.9,649,659.05,INE247D01021
531547,TIRUPATI IND,XT,Q,13.05,13.05,12.45,12.45,INE329E01017
531548,SOMANY CRAM ,B ,Q,767,767,725,735.5,INE355A01028
531550,JHAVERI CRED,XT,Q,6.01,6.01,6.01,6.01,INE865D01012
531552,RAGHUNATH TO,XT,Q,6.27,6.27,5.96,5.96,INE754B01012
531556,CORAL (I)FIN,B ,Q,38,39.1,37,38.25,INE558D01021
531565,INDOPACIFIC ,X ,Q,1.63,1.63,1.63,1.63,INE077C01024
531574,VAS INFRA   ,X ,Q,13.6,13.6,10.4,12,INE192C01013
531578,KMF BUILDERS,X ,Q,3.45,3.45,3.45,3.45,INE580H01026
531583,RAP MEDIA   ,X ,Q,9.87,9.87,8.95,8.95,INE483D01014
531590,BILPOWER LTD,T ,Q,1.77,1.95,1.77,1.95,INE952D01018
531594,INCON ENGG. ,XT,Q,5.69,5.97,5.69,5.97,INE507D01010
531595,CGCL        ,B ,Q,109,114,109,111.9,INE180C01026
531599,FDC LIMITED ,B ,Q,235.4,237.05,228.2,232.2,INE258B01022
531609,KG PETROCHEM,XT,Q,112,117,109.1,117,INE902G01016
531612,KGN IND LTD ,ST,Q,1.92,1.98,1.92,1.98,INE196C01022
531616,STARCOM     ,XT,Q,250,250,250,250,INE347I01010
531621,CENTERAC    ,XT,Q,1.41,1.41,1.41,1.41,INE157B01026
531624,COUNTRY COND,T ,Q,4.22,4.43,4.22,4.22,INE695B01025
531633,LINCOLN PHAR,B ,Q,248.25,256.8,238,242.8,INE405C01035
531638,SURAJ LTD   ,XT,Q,60.5,60.5,60.4,60.4,INE713C01016
531642,MARICOLTD   ,A ,Q,316,318.7,307,309.6,INE196A01026
531648,MAHAVIRIND  ,XT,Q,1.82,1.82,1.82,1.82,INE987M01023
531663,YUVRAAJHPL  ,XT,Q,0.69,0.69,0.69,0.69,INE139D01020
531667,SHREE SURGOV,XT,Q,9.09,9.09,9.09,9.09,INE117K01013
531668,VISION CORPO,X ,Q,0.96,1.06,0.96,1.06,INE661D01015
531680,MAYUR LEATHR,XT,Q,20.6,21.95,20.6,21.95,INE799E01011
531686,ADVIK LABORS,XT,Q,6.01,6.01,6,6,INE537C01019
531687,KARUTURI GLO,T ,Q,2.7,2.7,2.7,2.7,INE299C01024
531688,PRITHVIEXCH ,X ,Q,79,82,73.05,76,INE621B01021
531694,RAINBOW FOUN,X ,Q,17.2,17.2,17.2,17.2,INE230F01014
531712,TRILOGIC    ,XT,Q,0.98,0.98,0.98,0.98,INE532D01018
531716,TRICOMFRU   ,XT,Q,5.73,5.73,5.42,5.42,INE843F01014
531717,VIDHIING    ,B ,Q,89.8,95,89.7,92.4,INE632C01026
531719,BHAGIRA.CHEM,X ,Q,300,309.5,297,299.15,INE414D01019
531723,STAMPEDE CAP,T ,Q,16.84,16.84,15.32,16.46,INE224E01028
531726,PANCHSHEEL O,X ,Q,93,98.85,93,93.7,INE316G01019
531727,MENON PISTON,XT,Q,32.45,32.45,30,30.9,INE650G01029
531737,GREENCREST  ,X ,Q,32.95,32.95,32.95,32.95,INE414C01029
531739,GENNEX LAB  ,X ,Q,4.77,5.1,4.41,4.68,INE509C01026
531744,GINI SILK MI,X ,Q,265,265,252,252.1,INE548B01018
531746,PRAJAY ENGS.,B ,Q,14.6,15.45,14.13,15.45,INE505C01016
531761,APOLLOPIPES ,XT,Q,654,658.8,630,636.55,INE126J01016
531762,UNJHA FORMUL,X ,Q,13.8,14.54,13.8,14.26,INE576D01015
531768,POLY MEDICUR,B ,Q,254,254,248.5,250.2,INE205C01021
531769,PFL INFOTECH,XT,Q,11.45,11.45,11,11,INE600F01018
531780,KACL        ,X ,Q,2.05,2.05,2.05,2.05,INE229G01022
531784,KCLINFRA    ,X ,Q,1.9,1.9,1.9,1.9,INE469F01026
531795,ATUL AUTO   ,B ,Q,418.25,425,404.05,407.8,INE951D01028
531802,PRERNA INFR ,X ,Q,22.8,24.45,22.7,23.8,INE426H01014
531810,METAL COATIN,XT,Q,40.95,40.95,39.25,40.95,INE161E01014
531813,GANGAPAPERS ,XT,Q,61.3,61.3,61.3,61.3,INE278O01015
531814,TIRUPATI SAR,X ,Q,22.9,22.9,21.3,21.55,INE297J01023
531816,PANORAM UNI ,B ,Q,11.3,11.3,10.3,10.54,INE194B01029
531822,RODIUM      ,X ,Q,155,159.9,152,155.75,INE513E01024
531832,NAGAR.AGRITE,X ,Q,8.8,8.8,8.8,8.8,INE793H01017
531842,LAHOTI OVER.,X ,Q,24.85,24.85,23.9,24.05,INE515C01023
531847,ASIAN STAR  ,B ,Q,1440,1449.85,1405,1449.85,INE194D01017
531859,ORIENTAL VEN,X ,Q,501,510,480,510,INE457G01011
531861,JOINDRE CAPI,X ,Q,37.05,38.8,36.5,36.7,INE024B01010
531862,BHARATAGRI  ,X ,Q,154.25,154.25,147,147.6,INE842D01011
531867,UNITECH INTE,SS,Q,9.4,9.4,8.45,8.51,INE929K01011
531869,SACHETA MET.,ST,Q,54,54.5,51.25,53.6,INE433G01012
531879,PIONEER DIS.,B ,Q,192.6,200,192.6,198,INE889E01010
531881,GMETCOAL    ,XT,Q,31.6,31.6,31.6,31.6,INE146F01020
531882,KWALITYLTD  ,A ,Q,97.65,100.2,97.45,99.45,INE775B01025
531888,REXNORD ELE.,X ,Q,61.3,63.65,61.25,61.9,INE687C01012
531892,KHANDWALA SE,T ,Q,26,26,25.85,25.85,INE060B01014
531893,SAWACA BUSI ,XT,Q,3.59,3.59,3.59,3.59,INE248B01015
531900,CCL INTER   ,X ,Q,15.9,15.9,15.4,15.4,INE778E01031
531909,SWAGRUHA    ,XT,Q,5.79,6,5.78,6,INE587J01027
531917,TWINSTAR SOF,XT,Q,2.09,2.28,2.09,2.09,INE070B01013
531921,AGAR IND COR,T ,Q,556,560.1,547.05,547.05,INE204E01012
531923,DHAMPURE SGR,X ,Q,16.45,17,16.15,16.15,INE956B01013
531925,SHANTANU SHE,XT,Q,7.19,7.19,7.19,7.19,INE545N01019
531934,SUPREME TEX ,B ,Q,2.5,2.59,2.35,2.48,INE651G01027
531950,VERTEX SEC. ,X ,Q,2.95,2.95,2.76,2.87,INE316D01024
531952,RIBA TEXTILS,X ,Q,111.8,115.5,105.85,111.65,INE811H01017
531963,UNIVERSAL CR,XT,Q,3.71,3.71,3.71,3.71,INE607F01039
531968,IITL PROJ   ,XT,Q,21,21,21,21,INE786E01018
531977,CHARTERLOGIS,X ,Q,21.4,21.4,20.1,20.55,INE558F01026
531978,AMBIKA COTTO,B ,Q,1361.1,1400,1330,1351.35,INE540G01014
531979,HIND ALUMIN ,X ,Q,146.1,149.8,141.1,141.8,INE227B01019
531980,SENTHILINFO ,XT,Q,7.14,7.14,7.14,7.14,INE564B01015
531996,ODYSSEY CORP,X ,Q,2.54,2.54,2.32,2.42,INE839E01023
532001,INDUCTO STL.,XT,Q,29.8,31.5,29,31.5,INE146H01018
532007,SHREEVAT.FIN,SS,Q,4.18,4.18,4.18,4.18,INE981C01019
532015,GRAVITY (I) ,X ,Q,4.02,4.3,4.02,4.02,INE995A01013
532022,FILAT FASH  ,X ,Q,3.06,3.07,3.06,3.07,INE185E01013
532025,SOWBH MEDIA ,X ,Q,2.81,2.81,2.81,2.81,INE826D01014
532033,JAIN STUDIOS,T ,Q,4.64,4.87,4.64,4.87,INE486B01011
532034,SAFALHBS    ,XT,Q,2.98,2.98,2.98,2.98,INE880M01020
532035,UNISTAR MULT,X ,Q,3.14,3.14,3.14,3.14,INE808C01014
532038,EMMSONS INT.,X ,Q,3.74,3.74,3.74,3.74,INE073C01015
532039,ZENOTECH    ,ST,Q,47,47,45.5,46,INE486F01012
532041,HINDUSTN BIO,XT,Q,0.7,0.7,0.7,0.7,INE597C01013
532051,SWELECT     ,B ,Q,468,472.1,452,453.15,INE409B01013
532053,WALLFORT FIN,X ,Q,110.4,118,110.4,116.4,INE121B01014
532054,KDDL LTD    ,T ,Q,334.25,336,334.05,336,INE291D01011
532056,ADINATH EXIM,XT,Q,30.7,30.7,29.45,29.45,INE398H01015
532067,KILPEST (I) ,XT,Q,135.25,141,128.5,130,INE994E01018
532070,SUPERB PAPER,X ,Q,30.05,30.05,30,30,INE311N01016
532072,INTER DIGI  ,XT,Q,0.15,0.15,0.15,0.15,INE177D01020
532078,MONNET IND. ,XT,Q,9.35,9.35,9.3,9.3,INE407E01029
532081,KSERASERA   ,T ,Q,0.29,0.29,0.27,0.28,INE216D01026
532090,VANDANA     ,XT,Q,0.24,0.24,0.23,0.24,INE219M01021
532097,MUKAND ENGG.,B ,Q,51.55,51.55,49.95,50,INE022B01014
532121,DENA BANK   ,A ,Q,25,25.5,24.9,25.25,INE077A01010
532123,BSE  INFRA  ,T ,Q,5.57,5.64,5.29,5.53,INE395A01016
532129,HEXAWARE TEC,A ,Q,382.2,386.3,375.25,381.05,INE093A01033
532134,BANKBARODA  ,A ,Q,159.95,161.75,155.55,156.95,INE028A01039
532140,MOHITE      ,XT,Q,16.45,16.45,16.45,16.45,INE154B01015
532141,ANDHRA CEMEN,T ,Q,12.98,13.08,12.6,13.03,INE666E01012
532143,SKM EGG PROD,B ,Q,82.2,84.3,78,80.15,INE411D01015
532144,WELCORP     ,A ,Q,167.35,171.35,157.1,160.4,INE191B01025
532145,H.S.(I) LTD.,X ,Q,12.05,12.49,11.8,12.39,INE731B01010
532149,BNK OF INDIA,A ,Q,160.6,162.55,155.75,157.35,INE084A01016
532150,INDRAPRAST  ,B ,Q,55.7,56.9,55.35,55.9,INE681B01017
532155,GAIL (I) LTD,A ,Q,477,482,471.95,478.3,INE129A01019
532156,VAIBHAVGBL  ,B ,Q,744.65,746.35,710,719.1,INE884A01019
532162,JK PAPER    ,B ,Q,144.75,149.95,141.6,142.2,INE789E01012
532163,SAREGAMA (I),B ,Q,700.9,730,700.9,715.85,INE979A01017
532166,ALKA SECUR. ,XT,Q,0.4,0.4,0.4,0.4,INE921C01031
532172,SPHEREGSL   ,B ,Q,41.4,41.4,40.05,40.25,INE737B01033
532173,CYBERTECH   ,B ,Q,80.55,82.15,79.65,80.7,INE214A01019
532174,ICICI BANK  ,A ,Q,349.4,353.85,343.55,352.95,INE090A01021
532175,CYIENT      ,A ,Q,628,645,627.8,642.45,INE136B01020
532178,ENGINRS.(I) ,A ,Q,176.1,178.9,172.15,177.3,INE510A01028
532179,CORPN.BANK  ,A ,Q,38.65,39.2,38.55,38.7,INE112A01023
532180,DHANALAK.BNK,B ,Q,26.65,27.15,26.5,26.8,INE680A01011
532181,GUJ.MINERAL ,A ,Q,146.75,149.6,145.1,146.55,INE131A01031
532183,GAYATRI SUGR,XT,Q,10.45,10.72,10.11,10.52,INE622E01023
532187,INDUSIND BNK,A ,Q,1728.2,1759.6,1726,1754.15,INE095A01012
532189,INDIA TOURIS,B ,Q,490.65,503.9,470,472.8,INE353K01014
532209,J & K BANK  ,A ,Q,74.7,75,73.75,74.45,INE168A01041
532210,CITY UNION  ,A ,Q,162.2,163.75,158.5,159.6,INE491A01021
532212,ARCHIES LTD ,B ,Q,43.35,44.9,42.55,42.8,INE731A01020
532215,AXIS BANK   ,A ,Q,590.05,595.75,587.4,593.4,INE238A01034
532216,HB STOCKHOL.,B ,Q,48.95,48.95,48.95,48.95,INE550B01014
532218,SOUTH IND.BK,A ,Q,30.4,30.6,29.95,30.2,INE683A01023
532219,ENERGY DEV. ,B ,Q,27.25,27.25,25.9,26.15,INE306C01019
532221,SONATA SOFT.,B ,Q,299.95,308,299.45,300.95,INE269A01021
532230,BENGAL TEA &,XT,Q,59,59.25,59,59.05,INE665D01016
532234,NAT.ALUM    ,A ,Q,75.5,77.6,74.45,75.3,INE139A01034
532240,INDIA NIPPON,B ,Q,1131.5,1134.75,1057,1070.3,INE092B01017
532254,POLARIS     ,A ,Q,411.5,425,408,409.8,INE763A01023
532256,NALWA SONS  ,B ,Q,1300,1329,1296,1306.5,INE023A01030
532259,APAR INDUS. ,B ,Q,751.75,764.95,728.05,735.6,INE372A01015
532262,TCI INDUS.  ,XT,Q,951,951,951,951,INE920B01019
532268,ACCELYA     ,B ,Q,1423.05,1445,1410,1443.5,INE793A01012
532271,CYBERMATE   ,X ,Q,3.6,3.68,3.52,3.67,INE215B01022
532275,LANDMARC LEI,X ,Q,0.84,0.84,0.8,0.83,INE394C01023
532276,SYNDICATE BN,A ,Q,73.15,73.65,71.9,72.6,INE667A01018
532281,HCL TECHNO  ,A ,Q,1000.3,1014.7,983.1,985.65,INE860A01027
532282,CASTEXTECH  ,T ,Q,5.4,5.49,5.23,5.38,INE068D01021
532284,TCFC FINANCE,X ,Q,38.8,38.8,35.05,36.3,INE389D01013
532285,GEOJITFSL   ,B ,Q,109.1,110.65,103.65,104.3,INE007B01023
532286,JINDAL STE  ,A ,Q,269.3,274,264.45,266.3,INE749A01030
532290,BLB LTD.    ,T ,Q,6.63,6.99,6.63,6.99,INE791A01024
532296,GLENMARK PHA,A ,Q,610.1,613.1,601.6,605.35,INE935A01035
532300,WOCKHARDT   ,A ,Q,815,828,799.05,804.75,INE049B01025
532301,TATA COFFEE ,B ,Q,147.4,147.4,142.6,142.85,INE493A01027
532304,KJMCCORP    ,X ,Q,27.45,27.45,27.45,27.45,INE602C01011
532305,IND-SWIFT LA,T ,Q,60,61.8,60,60.05,INE915B01019
532307,MELSTAR INFO,T ,Q,3.69,3.69,3.6,3.6,INE817A01019
532309,GEPIL       ,B ,Q,945.3,956,916.05,932.6,INE878A01011
532310,SHREE RAMA  ,T ,Q,13.3,14.2,13.3,13.55,INE879A01019
532313,MAHINDRALIFE,A ,Q,484,510,471,502.15,INE813A01018
532318,GEMINI COMMU,T ,Q,1.4,1.52,1.4,1.52,INE878C01033
532320,VAARAD      ,X ,Q,17.15,17.15,17.15,17.15,INE418B01048
532321,CADILA HEALT,A ,Q,424.95,429.85,421,424.8,INE010B01027
532323,SHIVA CEMENT,XT,Q,29,30,28.75,29.85,INE555C01029
532324,CINEVISTA   ,T ,Q,11.5,12.5,11.5,12.05,INE039B01026
532326,INTENS TECH ,T ,Q,95,99.65,92.15,93.25,INE781A01025
532329,DANLAW TECH.,XT,Q,94.9,94.9,89.15,89.3,INE310B01013
532330,BIOPAC INDIA,XT,Q,28.15,30.65,28.15,30,INE998A01017
532331,AJANTA PHARM,A ,Q,1446,1460,1427.2,1449.15,INE031B01049
532333,HB PORTFOLIO,XT,Q,40.6,40.6,37.1,37.95,INE638B01017
532334,HB ESTATE DE,X ,Q,23.9,24,22.95,23,INE640B01013
532339,COMPUCOM SOF,T ,Q,14,14.65,13.75,14.1,INE453B01029
532341,IZMO        ,B ,Q,77.2,85.2,77.2,80.95,INE848A01014
532342,COMMEX TECH ,XT,Q,0.95,0.95,0.95,0.95,INE354B01029
532343,TVS MOTOR L ,A ,Q,713,717.25,684,695.1,INE494B01023
532344,SOFTSOL (I) ,X ,Q,39.85,39.85,39.85,39.85,INE002B01016
532345,GATI LTD.   ,A ,Q,130.1,133.4,129,130.55,INE152B01027
532348,SUBEX LTX   ,B ,Q,10,10.25,9.75,9.82,INE754A01014
532349,TRANSPORT CO,B ,Q,275.4,280,272,278.4,INE688A01022
532350,PADMALAYA TE,XT,Q,5.7,5.7,5.52,5.54,INE243B01016
532351,AKSH OPTIFIB,T ,Q,39.45,39.5,38.5,38.85,INE523B01011
532355,PICTURHOUSE ,X ,Q,7.35,7.35,6.5,6.52,INE448B01029
532356,TRIVENI ENGG,B ,Q,62.25,66.5,62.25,64.15,INE256C01024
532357,MUKTA ARTS  ,B ,Q,88.7,89.25,86.55,86.85,INE374B01019
532359,HITKIT GLOB ,X ,Q,0.34,0.34,0.34,0.34,INE309B01023
532362,NAGPUR POWER,X ,Q,42,46.35,41.4,42.4,INE099E01016
532365,DYNACONS SYS,B ,Q,44.35,45.15,42.8,44.05,INE417B01040
532366,PNB GILTS   ,B ,Q,43.5,43.75,42.55,43.15,INE859A01011
532368,YBRANTDIGI  ,T ,Q,6.06,6.34,5.96,6.11,INE425B01027
532369,RAMCO INDS. ,B ,Q,295.95,296.7,289,290.95,INE614A01028
532370,RAMCO  SYSTM,B ,Q,504,510.4,492.05,497.25,INE246B01019
532371,TATA TELESER,T ,Q,6.91,7.17,6.87,6.93,INE517B01013
532372,VIRINCHI    ,X ,Q,127.5,130,127,127.4,INE539B01017
532373,WEPSOLN     ,X ,Q,51.8,51.8,49.25,49.8,INE434B01029
532374,STER TECH   ,A ,Q,364.5,381,354.95,358.8,INE089C01029
532375,TIPSINDUSTR ,T ,Q,101,108,101,104.3,INE716B01011
532376,MRO-TEK     ,T ,Q,29.15,29.15,29.15,29.15,INE398B01018
532379,FIRSTOBJ    ,X ,Q,16.45,17,13.95,16.45,INE683B01047
532380,BABA ARTS   ,X ,Q,2.8,2.94,2.8,2.94,INE893A01036
532382,BALAJI TELE.,B ,Q,154.95,154.95,150.2,150.65,INE794B01026
532384,TYCHE INDS  ,X ,Q,129.4,131.5,121,126.1,INE443B01012
532386,CALIFORN.SOF,T ,Q,60.65,60.65,60.65,60.65,INE526B01014
532387,PRITISHN COM,T ,Q,22.95,23.2,22.25,22.35,INE392B01011
532388,INDIAN OVER.,A ,Q,22.6,22.85,22.55,22.7,INE565A01014
532390,TAJ GVK HOTL,B ,Q,170,185,170,176.35,INE586B01026
532391,OPTO CIRCUIT,T ,Q,10.9,11.2,10.67,10.95,INE808B01016
532392,CREATIVE EYE,B ,Q,4.63,4.63,4.39,4.39,INE230B01021
532395,AXISCADES   ,B ,Q,185,188,180,182.75,INE555B01013
532398,UMESL       ,B ,Q,1.52,1.52,1.52,1.52,INE240C01028
532400,KPIT        ,A ,Q,216.5,220.2,209.15,211.65,INE836A01035
532401,VIJAYA BANK ,A ,Q,64.45,65,63.2,63.95,INE705A01016
532404,SAVEN TECHNO,X ,Q,22.05,22.85,22.05,22.15,INE856B01015
532406,AVANTEL LTD ,X ,Q,566.15,566.15,535.15,538.9,INE005B01019
532407,MOSCHIP SEMI,X ,Q,38,38.5,36.75,36.9,INE935B01025
532408,MEGASOFT LTD,T ,Q,14.25,14.79,14.05,14.3,INE933B01012
